clean,rainy
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-021.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-022.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-023.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-024.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-025.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-026.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-027.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-028.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-029.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-030.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-031.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-032.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-033.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-034.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-035.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-036.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-037.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-038.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-039.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-040.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-041.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-042.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-043.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-044.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-045.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-046.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-047.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-048.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-049.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-050.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-051.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-052.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-053.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-054.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-055.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-056.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-057.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-058.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-059.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-060.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-061.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-062.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-063.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-064.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-065.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-066.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-067.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-068.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-069.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-070.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-071.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-072.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-073.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-074.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-075.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-076.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-077.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-078.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-079.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-080.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-081.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-082.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-083.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-084.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-085.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-086.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-087.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-088.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-089.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-090.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-091.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-092.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-093.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-094.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-095.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-096.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-097.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-098.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-099.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-100.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-101.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-102.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-103.png
/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-C-000.png,/mnt/HDD-data/jianuo/dataset/GT-Rain/GT-RAIN_train/Albergo_0-0/Albergo_0-0-Webcam-R-104.png
